sample_name	accession_no	age	age_units	animal_name	antibiotic_use	body_habitat	body_product	body_site	clns_testing	collection_device	collection_method	collection_time	collection_time_point	collection_timestamp	current_behavior_of_animal_if_out_of_the_ordinary	date	day_of_diet_transition	deceased	description	diet_beef_quantity	diet_beef_quantity_units	diet_composition	diet_consumption	diet_horse_quantity	diet_horse_quantity_units	diet_intervention	diet_offered	dna_extracted	dob	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fecal_score	feeding_phase_categorical	feeding_phase_continuous	filename	geo_loc_name	healthy_liver	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	inj_num	latitude	latitude_units	life_stage	liver_health	longitude	longitude_units	medical_or_chronic_problems	medication_amoxicillin	medication_cefalexin	medication_clavamox	medication_denamarin	medication_famotidine	medication_flagyl	medication_lactalose	medication_meloxicam	medication_omezaprole	medication_zofran	ms_sample_name	physical_specimen_location	physical_specimen_remaining	plate_num	position	qiita_study_id	sample_processing	sample_type	sampled_location	scientific_name	sex	sex_mf	sibling	source	stool_other	supplement_given	taxon_id	time_feces	time_feces_collected	time_feces_sampled	time_of_day_feces_collected	time_point	time_point_units	time_to_process	time_to_process_units	title
11872.G85335	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:15:00	34	3/23/18	not applicable	not applicable	not applicable	no	denamaran	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	FALSE	not applicable	193	meters	host-associated	animal	animal corpus	research facility	animal habitation	animal feed	host-associated	not applicable	not applicable	not applicable	G85335_20x_2ul_BA6_01_35826.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35826	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85335	Dorrestein Lab	TRUE	7	BA6	11872	not applicable	medication	CBC	food metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	870727	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
11872.G85336	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:47:00	34	3/23/18	not applicable	not applicable	not applicable	no	Nebraska Special Beef meat diet	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	TRUE	not applicable	193	meters	host-associated	animal	animal corpus	research facility	animal habitation	animal feed	host-associated	not applicable	not applicable	not applicable	G85336_10x_BD8_01_35814.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35814	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85336	Dorrestein Lab	TRUE	7	BD8	11872	not applicable	meat	CBC	food metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	870729	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
11872.G85337	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:48:00	34	3/23/18	not applicable	not applicable	not applicable	no	Nebraska Premium Canine meat diet	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	TRUE	not applicable	193	meters	host-associated	animal	animal corpus	research facility	animal habitation	animal feed	host-associated	not applicable	not applicable	not applicable	G85337_10x_BH8_01_35820.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35820	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85337	Dorrestein Lab	TRUE	7	BH8	11872	not applicable	meat	CBC	food metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	870728	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
11872.G85338	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not provided	not provided	12:50:00	34	3/23/18	not applicable	not applicable	not applicable	no	Tap Water - Park Clinical Lab	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable		not applicable	TRUE	not applicable	193	meters	free-living	non-saline	water (non-saline)	research facility	animal habitation	drinking water	water	not applicable	not applicable	not applicable	G85338_BD7_01_35807.mzXML	USA:CA: San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	35807	32.842	Decimal degrees	not applicable	not applicable	-117.258	Decimal degrees	not applicable	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85338	Dorrestein Lab	TRUE	7	BD7	11872	not applicable	water	Harter Hospital	freshwater metagenome	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	449393	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	SD Cheetahs
11872.G85339	614143	11.25	years	ALLY	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	34	3/23/18	none reported	3/23/18	DAY 60	no	stool	0	lb	horse	100% consumption	3	lb	yes	3 lbs horsemeat	TRUE	5/1/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85339_RA10_01_35088.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ALLY	32536	not provided	missing: not provided	35088	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85339	UCSD: Dorrestein lab	TRUE	1	RA10	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	white pieces	no	1861841	not collected	9:00:00	15:55:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85340	615482	11.25	years	AMANI	yes	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	34	3/23/18	none reported	3/23/18	DAY 60	no	stool	4	lb	beef	1	0	lb	yes	4 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85340_RB3_01_35329.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMANI	32536	not provided	missing: not provided	35329	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	Mar 15 - 19 Zofran 24 mg SID, Omeprazole 40 mg SID; Mar 15-29 Clavamox 750 mg BID	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	G85340	UCSD: Dorrestein lab	TRUE	3	RB3	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	white pieces	no	1861841	not collected	8:50:00	15:57:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85341	616606	4.66	years	APOLLO	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy; stem cell donor to cheetah Makena	tube; swube	manually	not applicable	34	3/23/18	none reported	3/23/18	DAY 60	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	11/12/13	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85341_BH10_01_35304.mzXML	USA:CA:San Diego	TRUE	4.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	APOLLO	32536	not provided	missing: not provided	35304	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85341	UCSD: Dorrestein lab	TRUE	2	BH10	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	white pieces, depleted	no	1861841	not collected	8:00:00	15:59:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85342	617129	3.66	years	BLUE	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; healthy	tube; swube	manually	not applicable	34	3/23/18	none reported	3/23/18	DAY 60	no	stool	3.5	lb	beef	100% consumption	0	lb	yes	3.5 lbs beef	TRUE	11/24/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85342_RF11_01_35394.mzXML	USA:CA:San Diego	TRUE	3.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	BLUE	32536	not provided	missing: not provided	35394	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85342	UCSD: Dorrestein lab	TRUE	3	RF11	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	7:45:00	16:01:00	am	not provided	Not applicable	45 min	min	SD Cheetahs
11872.G85343	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	34	3/23/18	none reported	3/23/18	DAY 60	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85343_RA7_01_35085.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35085	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85343	UCSD: Dorrestein lab	TRUE	1	RA7	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	white pieces	no	1861841	not collected	8:45:00	16:03:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85344	614362	4	years	PUMZIKA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	34	3/23/18	none reported	3/23/18	DAY 60	no	stool	4	lb	beef	100% consumption	0	lb	yes	4 lbs beef	TRUE	7/13/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85344_RH9_01_35187.mzXML	USA:CA:San Diego	TRUE	4	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	PUMZIKA	32536	not provided	missing: not provided	35187	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85344	UCSD: Dorrestein lab	TRUE	1	RH9	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	white pieces	no	1861841	not collected	8:45:00	16:05:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85345	617358/617357	8.25	years	STRIKE/RANGER	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	34	3/23/18	none reported	3/23/18	DAY 52 DIET TRANSITION	no	stool	1.5	lb	horse_beef	100% consumption	1.5	lb	yes	2.5 lbs horsemeat and 1.5 lbs beef	TRUE	4/10/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G85345_RA9_01_35087.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER	32536	not provided	missing: not provided	35087	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85345	UCSD: Dorrestein lab	TRUE	1	RA9	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	white pieces	no	1861841	not collected	7:45:00	16:07:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85346	617358/617357	8.25	years	STRIKE/RANGER2	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	No liver biopsy or blood drawn	tube; swube	manually	not applicable	34	3/23/18	none reported	3/23/18	DAY 52 DIET TRANSITION	no	stool	1.5	lb	horse_beef	100% consumption	1.5	lb	yes	2.5 lbs horsemeat and 1.5 lbs beef	TRUE	4/16/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	4	phase 2	2	G85346_BG11_01_35292.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER2	32536	not provided	missing: not provided	35292	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85346	UCSD: Dorrestein lab	TRUE	2	BG11	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	A lot of hair	no	1861841	not collected	7:45:00	16:09:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85348	613245	11.08	years	ADDISON	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	35	4/6/18	none reported	4/6/18	DAY 74	no	stool	3	lb	beef	100% consumption	0	lb	yes	3 lbs beef	TRUE	6/15/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	4	phase 3	3	G85348_BC10_01_35230.mzXML	USA:CA:San Diego	TRUE	11.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ADDISON	32536	not provided	missing: not provided	35230	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85348	UCSD: Dorrestein lab	TRUE	2	BC10	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	7:30:00	15:55:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85349	614143	11.25	years	ALLY	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	35	4/6/18	none reported	4/6/18	DAY 74	no	stool	0	lb	horse	100% consumption	3	lb	yes	3 lbs horsemeat	TRUE	5/1/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85349_RH4_01_35412.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ALLY	32536	not provided	missing: not provided	35412	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85349	UCSD: Dorrestein lab	TRUE	3	RH4	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	8:05:00	15:58:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85350	615482	11.25	years	AMANI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	35	4/6/18	none reported	4/6/18	DAY 74	no	stool	3.5	lb	beef	1	0	lb	yes	3.5 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 3	3	G85350_BD10_01_35243.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMANI	32536	not provided	missing: not provided	35243	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85350	UCSD: Dorrestein lab	TRUE	2	BD10	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	white pieces	no	1861841	not collected	8:15:00	16:01:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85351	616606	4.66	years	APOLLO	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy; stem cell donor to cheetah Makena	tube; swube	manually	not applicable	35	4/6/18	none reported	4/6/18	DAY 74	no	stool	2.5	lb	beef	71% consumption	0	lb	yes	2.5 lbs beef	TRUE	11/12/13	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 3	3	G85351_BB3_01_35209.mzXML	USA:CA:San Diego	TRUE	4.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	APOLLO	32536	not provided	missing: not provided	35209	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85351	UCSD: Dorrestein lab	TRUE	2	BB3	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	A lot of hair, fibrous	no	1861841	not collected	7:55:00	16:04:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85352	617129	3.66	years	BLUE	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; healthy	tube; swube	manually	not applicable	35	4/6/18	none reported	4/6/18	DAY 74	no	stool	3	lb	beef	100% consumption	0	lb	yes	3 lbs beef	TRUE	11/24/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 3	3	G85352_BE11_01_35266.mzXML	USA:CA:San Diego	TRUE	3.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	BLUE	32536	not provided	missing: not provided	35266	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85352	UCSD: Dorrestein lab	TRUE	2	BE11	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	7:50:00	16:08:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G85353	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	35	4/6/18	none reported	4/6/18	DAY 74	no	stool	3.5	lb	beef	100% consumption	0	lb	yes	3.5 lbs beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 3	3	G85353_BA5_01_35198.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35198	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G85353	UCSD: Dorrestein lab	TRUE	2	BA5	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	8:20:00	16:11:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
